# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	72773	73408	+	WP_012301232.1	WP_012301232.1		50S ribosomal protein L25			DAUD_RS00390	636	211	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	73405	73992	+							DAUD_RS00395	588		old_locus_tag=Daud_0071
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	73405	73992	+	WP_012301233.1	WP_012301233.1		aminoacyl-tRNA hydrolase			DAUD_RS00395	588	195	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	74214	77744	+					mfd		DAUD_RS00400	3531		old_locus_tag=Daud_0072
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	74214	77744	+	WP_012301234.1	WP_012301234.1		transcription-repair coupling factor	mfd		DAUD_RS00400	3531	1176	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	77857	78417	+					spoVT		DAUD_RS00405	561		old_locus_tag=Daud_0073
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	77857	78417	+	WP_012301235.1	WP_012301235.1		stage V sporulation protein T	spoVT		DAUD_RS00405	561	186	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	78456	79919	+					mazG		DAUD_RS00410	1464		old_locus_tag=Daud_0074
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	78456	79919	+	WP_012301236.1	WP_012301236.1		nucleoside triphosphate pyrophosphohydrolase	mazG		DAUD_RS00410	1464	487	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80008	80283	+							DAUD_RS00415	276		old_locus_tag=Daud_0075
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80008	80283	+	WP_012301237.1	WP_012301237.1		HU family DNA-binding protein			DAUD_RS00415	276	91	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80293	80559	+							DAUD_RS00420	267		old_locus_tag=Daud_0076
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80293	80559	+	WP_012301238.1	WP_012301238.1		RNA-binding S4 domain-containing protein			DAUD_RS00420	267	88	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80748	81026	+					yabP		DAUD_RS00425	279		old_locus_tag=Daud_0077
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	80748	81026	+	WP_041570696.1	WP_041570696.1		sporulation protein YabP	yabP		DAUD_RS00425	279	92	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81052	81525	+							DAUD_RS11360	474		old_locus_tag=Daud_0078
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81052	81525	+	WP_083756538.1	WP_083756538.1		hypothetical protein			DAUD_RS11360	474	157	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81520	81858	-							DAUD_RS00435	339		old_locus_tag=Daud_0079
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81520	81858	-	WP_012301241.1	WP_012301241.1		hypothetical protein			DAUD_RS00435	339	112	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81861	82151	-							DAUD_RS00440	291		old_locus_tag=Daud_0080
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	81861	82151	-	WP_012301242.1	WP_012301242.1		hypothetical protein			DAUD_RS00440	291	96	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	82703	82954	+							DAUD_RS00445	252		old_locus_tag=Daud_0081
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	82703	82954	+	WP_012301243.1	WP_012301243.1		DNA-directed RNA polymerase sigma-70 factor			DAUD_RS00445	252	83	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	82935	83279	+							DAUD_RS00450	345		old_locus_tag=Daud_0082
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	82935	83279	+	WP_012301244.1	WP_012301244.1		septum formation initiator family protein			DAUD_RS00450	345	114	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	83368	83529	+							DAUD_RS12210	162		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	83368	83529	+	WP_166485047.1	WP_166485047.1		hypothetical protein			DAUD_RS12210	162	53	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	83597	84466	-							DAUD_RS00455	870		old_locus_tag=Daud_0083
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	83597	84466	-	WP_012301245.1	WP_012301245.1		ATP phosphoribosyltransferase			DAUD_RS00455	870	289	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	84737	85702	+							DAUD_RS00460	966		old_locus_tag=Daud_0084
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	84737	85702	+	WP_012301246.1	WP_012301246.1		Ppx/GppA phosphatase			DAUD_RS00460	966	321	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	85780	88200	+					spoIIE		DAUD_RS00465	2421		old_locus_tag=Daud_0085
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	85780	88200	+	WP_012301247.1	WP_012301247.1		stage II sporulation protein E	spoIIE		DAUD_RS00465	2421	806	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	88288	89700	+					tilS		DAUD_RS00470	1413		old_locus_tag=Daud_0086
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	88288	89700	+	WP_012301248.1	WP_012301248.1		tRNA lysidine(34) synthetase TilS	tilS		DAUD_RS00470	1413	470	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	89783	91642	+							DAUD_RS00475	1860		old_locus_tag=Daud_0087
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	89783	91642	+	WP_049752518.1	WP_049752518.1		ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein			DAUD_RS00475	1860	619	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	91645	92097	+					ndk		DAUD_RS00480	453		old_locus_tag=Daud_0088
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	91645	92097	+	WP_012301250.1	WP_012301250.1		nucleoside-diphosphate kinase	ndk		DAUD_RS00480	453	150	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	92094	93794	+							DAUD_RS00485	1701		old_locus_tag=Daud_0089
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	92094	93794	+	WP_012301251.1	WP_012301251.1		formate--tetrahydrofolate ligase			DAUD_RS00485	1701	566	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	93987	94448	+							DAUD_RS00490	462		old_locus_tag=Daud_0090
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	93987	94448	+	WP_012301252.1	WP_012301252.1		DUF134 domain-containing protein			DAUD_RS00490	462	153	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	94476	95390	+							DAUD_RS00495	915		old_locus_tag=Daud_0091
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	94476	95390	+	WP_012301253.1	WP_012301253.1		Mrp/NBP35 family ATP-binding protein			DAUD_RS00495	915	304	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	95682	98723	+							DAUD_RS00500	3042		old_locus_tag=Daud_0092
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	95682	98723	+	WP_012301254.1	WP_012301254.1		CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein			DAUD_RS00500	3042	1013	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	98803	100074	+							DAUD_RS00505	1272		old_locus_tag=Daud_0093
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	98803	100074	+	WP_012301255.1	WP_012301255.1		(Fe-S)-binding protein			DAUD_RS00505	1272	423	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	100543	101733	+					folP		DAUD_RS00515	1191		old_locus_tag=Daud_0095
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	100543	101733	+	WP_012301257.1	WP_012301257.1		dihydropteroate synthase	folP		DAUD_RS00515	1191	396	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	101730	102101	+					folB		DAUD_RS00520	372		old_locus_tag=Daud_0096
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	101730	102101	+	WP_012301258.1	WP_012301258.1		dihydroneopterin aldolase	folB		DAUD_RS00520	372	123	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	102098	102607	+					folK		DAUD_RS00525	510		old_locus_tag=Daud_0097
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	102098	102607	+	WP_012301259.1	WP_012301259.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		DAUD_RS00525	510	169	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	102782	103525	+							DAUD_RS00530	744		old_locus_tag=Daud_0098
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	102782	103525	+	WP_166485048.1	WP_166485048.1		NAD-dependent deacylase			DAUD_RS00530	744	247	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	103911	104780	+							DAUD_RS00535	870		partial;pseudo;old_locus_tag=Daud_0099
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	103911	104780	+				DUF2520 domain-containing protein			DAUD_RS00535	870		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	104680	105627	+					panB		DAUD_RS00540	948		old_locus_tag=Daud_0100
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	104680	105627	+	WP_166485049.1	WP_166485049.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		DAUD_RS00540	948	315	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	105902	106819	+							DAUD_RS00545	918		old_locus_tag=Daud_0101
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	105902	106819	+	WP_083756688.1	WP_083756688.1		pantoate--beta-alanine ligase			DAUD_RS00545	918	305	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	106794	107195	+							DAUD_RS00550	402		old_locus_tag=Daud_0102
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	106794	107195	+	WP_012301264.1	WP_012301264.1		aspartate 1-decarboxylase			DAUD_RS00550	402	133	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	107519	108403	+					folD		DAUD_RS00555	885		old_locus_tag=Daud_0103
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	107519	108403	+	WP_012301265.1	WP_012301265.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		DAUD_RS00555	885	294	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	108495	110669	+					fdhF		DAUD_RS00560	2175		old_locus_tag=Daud_0104
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	108495	110669	+	WP_012301266.1	WP_012301266.1		formate dehydrogenase subunit alpha	fdhF		DAUD_RS00560	2175	724	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	110679	112979	+					cdhA		DAUD_RS00565	2301		old_locus_tag=Daud_0105
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	110679	112979	+	WP_012301267.1	WP_012301267.1		CO dehydrogenase/acetyl-CoA synthase complex subunit epsilon	cdhA		DAUD_RS00565	2301	766	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	113023	113577	+					cdhB		DAUD_RS00570	555		old_locus_tag=Daud_0106
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	113023	113577	+	WP_012301268.1	WP_012301268.1		CO dehydrogenase/acetyl-CoA synthase complex subunit epsilon	cdhB		DAUD_RS00570	555	184	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	113622	114377	+							DAUD_RS00575	756		old_locus_tag=Daud_0107
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	113622	114377	+	WP_012301269.1	WP_012301269.1		AAA family ATPase			DAUD_RS00575	756	251	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	114464	115543	+					nuoE		DAUD_RS11785	1080		old_locus_tag=Daud_0108
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	114464	115543	+	WP_166485193.1	WP_166485193.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		DAUD_RS11785	1080	359	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	115584	117554	+							DAUD_RS00585	1971		old_locus_tag=Daud_0109
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	115584	117554	+	WP_012301271.1	WP_012301271.1		NADH-quinone oxidoreductase subunit NuoF			DAUD_RS00585	1971	656	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	117541	120531	+							DAUD_RS00590	2991		old_locus_tag=Daud_0110
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	117541	120531	+	WP_049752519.1	WP_049752519.1		molybdopterin-dependent oxidoreductase			DAUD_RS00590	2991	996	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	120667	121866	+					cdhC		DAUD_RS00595	1200		old_locus_tag=Daud_0111
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	120667	121866	+	WP_012301273.1	WP_012301273.1		CO dehydrogenase/CO-methylating acetyl-CoA synthase complex subunit beta	cdhC		DAUD_RS00595	1200	399	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	121918	123276	+							DAUD_RS00600	1359		old_locus_tag=Daud_0112
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	121918	123276	+	WP_012301274.1	WP_012301274.1		acetyl-CoA decarbonylase/synthase complex subunit gamma			DAUD_RS00600	1359	452	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	123311	124183	+							DAUD_RS00605	873		old_locus_tag=Daud_0113
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	123311	124183	+	WP_012301275.1	WP_012301275.1		dihydropteroate synthase			DAUD_RS00605	873	290	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	124219	125118	+							DAUD_RS00610	900		old_locus_tag=Daud_0114
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	124219	125118	+	WP_049752520.1	WP_049752520.1		acetyl-CoA decarbonylase/synthase complex subunit delta			DAUD_RS00610	900	299	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	125405	125959	+							DAUD_RS00615	555		old_locus_tag=Daud_0115
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	125405	125959	+	WP_166485194.1	WP_166485194.1		hydrogenase iron-sulfur subunit			DAUD_RS00615	555	184	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	125956	126621	+							DAUD_RS00620	666		old_locus_tag=Daud_0116
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	125956	126621	+	WP_012301278.1	WP_012301278.1		zinc-finger protein			DAUD_RS00620	666	221	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	126618	127538	+							DAUD_RS00625	921		old_locus_tag=Daud_0117
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	126618	127538	+	WP_012301279.1	WP_012301279.1		methylenetetrahydrofolate reductase			DAUD_RS00625	921	306	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	127568	129241	+							DAUD_RS00630	1674		old_locus_tag=Daud_0118
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	127568	129241	+	WP_012301280.1	WP_012301280.1		formate--tetrahydrofolate ligase			DAUD_RS00630	1674	557	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	129288	130037	+							DAUD_RS00635	750		old_locus_tag=Daud_0119
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	129288	130037	+	WP_012301281.1	WP_012301281.1		response regulator transcription factor			DAUD_RS00635	750	249	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	130902	131081	+							DAUD_RS00640	180		partial;pseudo;old_locus_tag=Daud_0120
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	130902	131081	+				aspartate 1-decarboxylase			DAUD_RS00640	180		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	131154	132065	+					nadA		DAUD_RS00645	912		old_locus_tag=Daud_0121
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	131154	132065	+	WP_012301283.1	WP_012301283.1		quinolinate synthase NadA	nadA		DAUD_RS00645	912	303	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	132146	133762	+					nadB		DAUD_RS00650	1617		old_locus_tag=Daud_0122
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	132146	133762	+	WP_012301284.1	WP_012301284.1		L-aspartate oxidase	nadB		DAUD_RS00650	1617	538	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	133755	134609	+					nadC		DAUD_RS00655	855		old_locus_tag=Daud_0123
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	133755	134609	+	WP_012301285.1	WP_012301285.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		DAUD_RS00655	855	284	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	134594	135058	-							DAUD_RS11365	465		old_locus_tag=Daud_0124
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	134594	135058	-	WP_012301286.1	WP_012301286.1		GreA/GreB family elongation factor			DAUD_RS11365	465	154	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	135205	136182	+							DAUD_RS00665	978		old_locus_tag=Daud_0125
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	135205	136182	+	WP_012301287.1	WP_012301287.1		biotin--[acetyl-CoA-carboxylase] ligase			DAUD_RS00665	978	325	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	136170	136958	+							DAUD_RS00670	789		old_locus_tag=Daud_0126
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	136170	136958	+	WP_012301288.1	WP_012301288.1		type III pantothenate kinase			DAUD_RS00670	789	262	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	137142	138092	+					dusB		DAUD_RS00675	951		old_locus_tag=Daud_0127
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	137142	138092	+	WP_049752632.1	WP_049752632.1		tRNA dihydrouridine synthase DusB	dusB		DAUD_RS00675	951	316	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	138093	139085	+							DAUD_RS00680	993		old_locus_tag=Daud_0128
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	138093	139085	+	WP_012301290.1	WP_012301290.1		calcium/sodium antiporter			DAUD_RS00680	993	330	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	139212	140309	+							DAUD_RS00685	1098		old_locus_tag=Daud_0129
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	139212	140309	+	WP_041570700.1	WP_041570700.1		shikimate dehydrogenase			DAUD_RS00685	1098	365	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	140507	140977	+					greA		DAUD_RS00690	471		old_locus_tag=Daud_0130
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	140507	140977	+	WP_041571009.1	WP_041571009.1		transcription elongation factor GreA	greA		DAUD_RS00690	471	156	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	141002	142474	+					lysS		DAUD_RS00695	1473		old_locus_tag=Daud_0131
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	141002	142474	+	WP_012301293.1	WP_012301293.1		lysine--tRNA ligase	lysS		DAUD_RS00695	1473	490	
gene	rRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	142711	144417	+							DAUD_RS00700	1707		old_locus_tag=Daud_R0007
